Identificador,Ronda,Agente,Estado,Puntaje,Politica
A,176,39,1,-1,2-ciclico
A,177,39,0,0,9-ciclico-espejo
A,178,39,0,0,2-ciclico
A,179,39,0,0,9-ciclico-espejo
A,180,39,1,-1,2-ciclico
A,181,39,0,0,2-ciclico
A,182,39,1,1,2-ciclico
A,183,39,1,-1,9-ciclico-espejo
A,184,39,1,1,9-ciclico-espejo
A,185,39,1,-1,9-ciclico-espejo
A,186,39,1,1,9-ciclico-espejo
A,187,39,1,1,9-ciclico-espejo
A,188,39,1,1,9-ciclico-espejo
A,189,39,1,-1,9-ciclico-espejo
A,190,39,1,1,9-ciclico-espejo
A,191,39,1,-1,9-ciclico-espejo
A,192,39,1,-1,9-ciclico-espejo
A,193,39,1,1,9-ciclico-espejo
A,194,39,0,0,9-ciclico-espejo
A,195,39,1,1,9-ciclico-espejo
A,196,39,1,-1,9-ciclico-espejo
A,197,39,1,1,9-ciclico-espejo
A,198,39,1,1,2-ciclico
A,199,39,0,0,2-ciclico
A,0,40,1,1,3-ciclico-espejo
A,1,40,1,-1,3-ciclico
A,2,40,0,0,4-ciclico-espejo
A,3,40,0,0,4-ventana-espejo
A,4,40,1,-1,4-ventana-espejo
A,5,40,1,-1,4-ventana-espejo
A,6,40,1,-1,4-ventana-espejo
A,7,40,1,-1,4-ventana-espejo
A,8,40,1,1,4-ventana-espejo
A,9,40,1,-1,4-ventana-espejo
A,10,40,1,1,4-ventana-espejo
A,11,40,1,-1,4-ventana-espejo
A,12,40,1,1,3-ciclico
A,13,40,0,0,3-ciclico
A,14,40,1,1,3-ciclico
A,15,40,0,0,3-ciclico-espejo
A,16,40,1,-1,3-ciclico
A,17,40,1,-1,3-ciclico
A,18,40,0,0,3-ciclico
A,19,40,0,0,3-ciclico
A,20,40,1,-1,3-ciclico
A,21,40,0,0,4-ventana-espejo
A,22,40,1,-1,4-ventana-espejo
A,23,40,1,-1,4-ventana-espejo
A,24,40,1,1,4-ventana-espejo
A,25,40,1,1,3-ciclico-espejo
A,26,40,1,-1,3-ciclico-espejo
A,27,40,1,-1,4-ventana-espejo
A,28,40,1,1,3-ciclico-espejo
A,29,40,1,1,3-ciclico-espejo
A,30,40,1,1,4-ventana-espejo
A,31,40,1,-1,3-ciclico
A,32,40,0,0,4-ventana-espejo
A,33,40,1,-1,3-ciclico
A,34,40,0,0,3-ciclico
A,35,40,1,-1,3-ciclico
A,36,40,0,0,4-ventana-espejo
A,37,40,1,-1,4-ciclico-espejo
A,38,40,1,-1,4-ciclico-espejo
A,39,40,1,1,4-ciclico-espejo
A,40,40,1,1,3-ciclico-espejo
A,41,40,1,-1,4-ciclico-espejo
A,42,40,1,-1,3-ciclico
A,43,40,1,1,3-ciclico
A,44,40,1,1,3-ciclico
A,45,40,0,0,3-ciclico
A,46,40,1,-1,3-ciclico
A,47,40,0,0,3-ciclico
A,48,40,0,0,3-ciclico
A,49,40,0,0,3-ciclico
A,50,40,1,-1,3-ciclico
A,51,40,1,1,4-ventana-espejo
A,52,40,1,-1,4-ventana-espejo
A,53,40,1,-1,3-ciclico
A,54,40,0,0,4-ventana-espejo
A,55,40,1,-1,3-ciclico-espejo
A,56,40,1,-1,3-ciclico
A,57,40,0,0,3-ciclico
A,58,40,1,1,3-ciclico
A,59,40,1,1,3-ciclico
A,60,40,0,0,3-ciclico
A,61,40,1,-1,3-ciclico
A,62,40,0,0,3-ciclico
A,63,40,1,-1,4-ciclico-espejo
A,64,40,1,-1,3-ciclico
A,65,40,0,0,4-ciclico-espejo
A,66,40,1,-1,3-ciclico-espejo
A,67,40,1,-1,4-ciclico-espejo
A,68,40,1,-1,4-ciclico-espejo
A,69,40,1,1,4-ciclico-espejo
A,70,40,1,1,4-ciclico-espejo
A,71,40,1,-1,4-ciclico-espejo
A,72,40,1,-1,3-ciclico
A,73,40,0,0,4-ciclico-espejo
A,74,40,0,0,4-ciclico-espejo
A,75,40,1,-1,3-ciclico
A,76,40,0,0,4-ciclico-espejo
A,77,40,1,-1,4-ciclico-espejo
A,78,40,1,-1,4-ciclico-espejo
A,79,40,1,1,4-ciclico-espejo
A,80,40,1,1,4-ciclico-espejo
A,81,40,1,1,4-ciclico-espejo
A,82,40,1,-1,4-ciclico-espejo
A,83,40,1,-1,3-ciclico
A,84,40,0,0,3-ciclico
A,85,40,1,-1,4-ciclico-espejo
A,86,40,1,-1,3-ciclico
A,87,40,0,0,3-ciclico
A,88,40,1,-1,4-ciclico-espejo
A,89,40,1,-1,4-ciclico-espejo
A,90,40,1,1,4-ciclico-espejo
A,91,40,1,1,4-ciclico-espejo
A,92,40,1,-1,4-ciclico-espejo
A,93,40,1,-1,4-ciclico-espejo
A,94,40,1,-1,3-ciclico
A,95,40,0,0,3-ciclico
A,96,40,1,-1,4-ciclico-espejo
A,97,40,1,1,3-ciclico
A,98,40,0,0,3-ciclico
A,99,40,1,-1,3-ciclico
A,100,40,0,0,3-ciclico
A,101,40,1,1,3-ciclico
A,102,40,1,-1,3-ciclico-espejo
A,103,40,1,-1,3-ciclico-espejo
A,104,40,1,-1,4-ciclico-espejo
A,105,40,1,1,3-ciclico
A,106,40,0,0,3-ciclico-espejo
A,107,40,1,-1,3-ciclico-espejo
A,108,40,1,1,3-ciclico-espejo
A,109,40,1,-1,3-ciclico-espejo
A,110,40,1,1,3-ciclico-espejo
A,111,40,1,-1,4-ciclico-espejo
A,112,40,1,1,4-ventana-espejo
A,113,40,1,-1,3-ciclico-espejo
A,114,40,1,-1,3-ciclico-espejo
A,115,40,1,1,4-ciclico-espejo
A,116,40,1,-1,3-ciclico
A,117,40,0,0,3-ciclico
A,118,40,1,-1,3-ciclico
A,119,40,0,0,3-ciclico
A,120,40,0,0,3-ciclico
A,121,40,0,0,3-ciclico
A,122,40,1,-1,3-ciclico
A,123,40,0,0,3-ciclico
A,124,40,1,-1,3-ciclico
A,125,40,0,0,3-ciclico-espejo
A,126,40,1,-1,4-ventana-espejo
A,127,40,1,1,3-ciclico
A,128,40,0,0,4-ventana-espejo
A,129,40,1,-1,4-ventana-espejo
A,130,40,1,-1,4-ventana-espejo
A,131,40,1,1,4-ventana-espejo
A,132,40,1,1,3-ciclico-espejo
A,133,40,1,-1,3-ciclico
A,134,40,0,0,4-ventana-espejo
A,135,40,1,-1,3-ciclico-espejo
A,136,40,1,1,3-ciclico-espejo
A,137,40,1,-1,3-ciclico-espejo
A,138,40,1,1,4-ventana-espejo
A,139,40,1,-1,3-ciclico
A,140,40,0,0,4-ciclico-espejo
A,141,40,1,-1,4-ciclico-espejo
A,142,40,1,1,3-ciclico
A,143,40,0,0,4-ventana-espejo
A,144,40,1,-1,3-ciclico
A,145,40,0,0,3-ciclico
A,146,40,1,-1,3-ciclico
A,147,40,0,0,3-ciclico
A,148,40,1,-1,3-ciclico
A,149,40,0,0,3-ciclico-espejo
A,150,40,1,-1,3-ciclico-espejo
A,151,40,1,-1,3-ciclico-espejo
A,152,40,1,-1,3-ciclico-espejo
A,153,40,1,1,3-ciclico
A,154,40,1,1,3-ciclico
A,155,40,0,0,3-ciclico
A,156,40,1,-1,3-ciclico
A,157,40,1,-1,3-ciclico
A,158,40,0,0,3-ciclico
A,159,40,1,-1,3-ciclico
A,160,40,0,0,3-ciclico
A,161,40,0,0,3-ciclico
A,162,40,0,0,3-ciclico
A,163,40,0,0,3-ciclico
A,164,40,1,1,3-ciclico
A,165,40,1,-1,3-ciclico-espejo
A,166,40,1,1,3-ciclico-espejo
A,167,40,1,-1,3-ciclico-espejo
A,168,40,1,1,3-ciclico
A,169,40,0,0,3-ciclico
A,170,40,1,-1,3-ciclico
A,171,40,0,0,4-ciclico-espejo
A,172,40,1,-1,4-ciclico-espejo
A,173,40,1,1,3-ciclico-espejo
A,174,40,1,1,4-ciclico-espejo
A,175,40,1,-1,3-ciclico-espejo
A,176,40,1,-1,4-ciclico-espejo
A,177,40,1,1,4-ciclico-espejo
A,178,40,1,-1,3-ciclico-espejo
A,179,40,1,1,3-ciclico-espejo
A,180,40,1,-1,4-ciclico-espejo
A,181,40,1,-1,3-ciclico
A,182,40,0,0,3-ciclico-espejo
A,183,40,1,-1,3-ciclico-espejo
A,184,40,1,1,3-ciclico-espejo
A,185,40,1,-1,3-ciclico-espejo
A,186,40,1,1,3-ciclico-espejo
A,187,40,1,1,3-ciclico-espejo
A,188,40,1,1,3-ciclico
A,189,40,1,-1,3-ciclico
A,190,40,0,0,3-ciclico-espejo
A,191,40,1,-1,3-ciclico-espejo
A,192,40,1,-1,3-ciclico-espejo
A,193,40,1,1,3-ciclico-espejo
A,194,40,0,0,3-ciclico-espejo
A,195,40,1,1,3-ciclico-espejo
A,196,40,1,-1,3-ciclico-espejo
A,197,40,1,1,3-ciclico-espejo
A,198,40,1,1,3-ciclico-espejo
A,199,40,1,1,3-ciclico-espejo
A,0,41,1,1,5-ventana-espejo
A,1,41,1,-1,1-ventana
A,2,41,0,0,5-ventana-espejo
A,3,41,1,1,5-ventana-espejo
A,4,41,1,-1,5-ventana-espejo
A,5,41,1,-1,5-ventana-espejo
A,6,41,1,-1,5-ventana-espejo
A,7,41,1,-1,5-ventana-espejo
A,8,41,1,1,5-ventana-espejo
A,9,41,1,-1,4-ciclico
A,10,41,0,0,5-ventana-espejo
A,11,41,1,-1,5-ventana-espejo
A,12,41,1,1,4-ciclico
A,13,41,1,1,4-ciclico
A,14,41,0,0,4-ciclico
A,15,41,0,0,4-ciclico
A,16,41,0,0,4-ciclico
A,17,41,1,-1,4-ciclico
A,18,41,0,0,2-ventana
A,19,41,0,0,5-ventana-espejo
A,20,41,1,-1,4-ciclico
A,21,41,0,0,5-ventana-espejo
A,22,41,1,-1,5-ventana-espejo
A,23,41,1,-1,4-ciclico
A,24,41,1,1,4-ciclico
A,25,41,0,0,4-ciclico
A,26,41,1,-1,4-ciclico
A,27,41,0,0,4-ciclico
A,28,41,0,0,4-ciclico
A,29,41,1,1,4-ciclico
A,30,41,1,1,4-ciclico
A,31,41,0,0,4-ciclico
A,32,41,0,0,4-ciclico
A,33,41,1,-1,4-ciclico
A,34,41,0,0,2-ventana
A,35,41,0,0,2-ventana
A,36,41,0,0,2-ventana
A,37,41,1,-1,2-ventana
A,38,41,1,-1,2-ventana
A,39,41,0,0,5-ventana-espejo
A,40,41,1,1,5-ventana-espejo
A,41,41,1,-1,5-ventana-espejo
A,42,41,1,-1,5-ventana-espejo
A,43,41,1,1,5-ventana-espejo
A,44,41,1,1,4-ciclico
A,45,41,1,1,4-ciclico
A,46,41,0,0,4-ciclico
A,47,41,0,0,4-ciclico
A,48,41,1,-1,5-ventana-espejo
A,49,41,1,1,5-ventana-espejo
A,50,41,1,-1,2-ventana
A,51,41,1,1,2-ventana
A,52,41,0,0,2-ventana
A,53,41,1,-1,2-ventana
A,54,41,0,0,5-ventana-espejo
A,55,41,1,-1,2-ventana
A,56,41,1,-1,2-ventana
A,57,41,0,0,2-ventana
A,58,41,0,0,4-ciclico
A,59,41,1,1,2-ventana
A,60,41,1,1,4-ciclico
A,61,41,1,-1,4-ciclico
A,62,41,0,0,4-ciclico
A,63,41,1,-1,2-ventana
A,64,41,1,-1,4-ciclico
A,65,41,0,0,5-ventana-espejo
A,66,41,1,-1,4-ciclico
A,67,41,1,-1,5-ventana-espejo
A,68,41,1,-1,4-ciclico
A,69,41,0,0,5-ventana-espejo
A,70,41,1,1,5-ventana-espejo
A,71,41,1,-1,5-ventana-espejo
A,72,41,1,-1,4-ciclico
A,73,41,0,0,4-ciclico
A,74,41,1,-1,5-ventana-espejo
A,75,41,1,-1,4-ciclico
A,76,41,0,0,5-ventana-espejo
A,77,41,1,-1,5-ventana-espejo
A,78,41,1,-1,5-ventana-espejo
A,79,41,1,1,4-ciclico
A,80,41,0,0,5-ventana-espejo
A,81,41,1,1,5-ventana-espejo
A,82,41,1,-1,5-ventana-espejo
A,83,41,1,-1,4-ciclico
A,84,41,0,0,4-ciclico
A,85,41,1,-1,5-ventana-espejo
A,86,41,1,-1,4-ciclico
A,87,41,0,0,5-ventana-espejo
A,88,41,1,-1,5-ventana-espejo
A,89,41,1,-1,5-ventana-espejo
A,90,41,1,1,4-ciclico
A,91,41,0,0,5-ventana-espejo
A,92,41,1,-1,5-ventana-espejo
A,93,41,1,-1,5-ventana-espejo
A,94,41,1,-1,4-ciclico
A,95,41,0,0,4-ciclico
A,96,41,1,-1,5-ventana-espejo
A,97,41,1,1,2-ventana
A,98,41,0,0,5-ventana-espejo
A,99,41,1,-1,5-ventana-espejo
A,100,41,1,-1,2-ventana
A,101,41,0,0,2-ventana
A,102,41,1,-1,2-ventana
A,103,41,1,-1,2-ventana
A,104,41,0,0,5-ventana-espejo
A,105,41,1,1,2-ventana
A,106,41,0,0,2-ventana
A,107,41,1,-1,4-ciclico
A,108,41,0,0,5-ventana-espejo
A,109,41,1,-1,5-ventana-espejo
A,110,41,1,1,5-ventana-espejo
A,111,41,1,-1,2-ventana
A,112,41,0,0,5-ventana-espejo
A,113,41,1,-1,2-ventana
A,114,41,1,-1,5-ventana-espejo
A,115,41,1,1,2-ventana
A,116,41,0,0,2-ventana
A,117,41,0,0,2-ventana
A,118,41,1,-1,2-ventana
A,119,41,1,-1,2-ventana
A,120,41,0,0,2-ventana
A,121,41,1,-1,4-ciclico
A,122,41,1,-1,4-ciclico
A,123,41,0,0,4-ciclico
A,124,41,1,-1,4-ciclico
A,125,41,0,0,4-ciclico
A,126,41,1,-1,5-ventana-espejo
A,127,41,1,1,5-ventana-espejo
A,128,41,1,1,5-ventana-espejo
A,129,41,1,-1,5-ventana-espejo
A,130,41,1,-1,5-ventana-espejo
A,131,41,1,1,5-ventana-espejo
A,132,41,1,1,5-ventana-espejo
A,133,41,1,-1,4-ciclico
A,134,41,0,0,5-ventana-espejo
A,135,41,1,-1,4-ciclico
A,136,41,1,1,5-ventana-espejo
A,137,41,1,-1,4-ciclico
A,138,41,0,0,5-ventana-espejo
A,139,41,1,-1,5-ventana-espejo
A,140,41,1,-1,5-ventana-espejo
A,141,41,1,-1,2-ventana
A,142,41,0,0,2-ventana
A,143,41,0,0,5-ventana-espejo
A,144,41,1,-1,2-ventana
A,145,41,1,1,2-ventana
A,146,41,0,0,2-ventana
A,147,41,0,0,2-ventana
A,148,41,1,-1,2-ventana
A,149,41,0,0,4-ciclico
A,150,41,1,-1,2-ventana
A,151,41,1,-1,4-ciclico
A,152,41,1,-1,4-ciclico
A,153,41,0,0,5-ventana-espejo
A,154,41,1,1,5-ventana-espejo
A,155,41,1,-1,5-ventana-espejo
A,156,41,1,-1,5-ventana-espejo
A,157,41,1,-1,2-ventana
A,158,41,0,0,4-ciclico
A,159,41,1,-1,4-ciclico
A,160,41,0,0,4-ciclico
A,161,41,1,-1,4-ciclico
A,162,41,1,-1,4-ciclico
A,163,41,1,1,4-ciclico
A,164,41,0,0,4-ciclico
A,165,41,1,-1,4-ciclico
A,166,41,0,0,2-ventana
A,167,41,0,0,2-ventana
A,168,41,0,0,2-ventana
A,169,41,1,1,2-ventana
A,170,41,1,-1,2-ventana
A,171,41,0,0,2-ventana
A,172,41,1,-1,5-ventana-espejo
A,173,41,1,1,2-ventana
A,174,41,0,0,2-ventana
A,175,41,1,-1,2-ventana
A,176,41,1,-1,2-ventana
A,177,41,0,0,5-ventana-espejo
A,178,41,1,-1,4-ciclico
A,179,41,0,0,4-ciclico
A,180,41,1,-1,2-ventana
A,181,41,0,0,2-ventana
A,182,41,0,0,2-ventana
A,183,41,1,-1,2-ventana
A,184,41,1,1,2-ventana
A,185,41,0,0,2-ventana
A,186,41,0,0,2-ventana
A,187,41,0,0,2-ventana
A,188,41,1,1,2-ventana
A,189,41,1,-1,2-ventana
A,190,41,0,0,5-ventana-espejo
A,191,41,1,-1,5-ventana-espejo
A,192,41,1,-1,2-ventana
A,193,41,0,0,5-ventana-espejo
A,194,41,1,-1,4-ciclico
A,195,41,1,1,5-ventana-espejo
A,196,41,1,-1,5-ventana-espejo
A,197,41,1,1,5-ventana-espejo
A,198,41,1,1,4-ciclico
A,199,41,1,1,4-ciclico
A,0,42,0,0,1-ciclico
A,1,42,1,-1,3-ciclico
A,2,42,0,0,8-ciclico-espejo
A,3,42,0,0,8-ciclico-espejo
A,4,42,0,0,8-ciclico-espejo
A,5,42,1,-1,8-ciclico-espejo
A,6,42,1,-1,7-ciclico
A,7,42,0,0,1-ciclico
A,8,42,0,0,1-ciclico
A,9,42,0,0,7-ciclico
A,10,42,1,1,7-ciclico
A,11,42,1,-1,1-ciclico
A,12,42,0,0,7-ciclico
A,13,42,0,0,7-ciclico
A,14,42,0,0,7-ciclico
A,15,42,0,0,1-ciclico
A,16,42,1,-1,1-ciclico
A,17,42,1,-1,1-ciclico
A,18,42,1,-1,3-ciclico
A,19,42,0,0,3-ciclico
A,20,42,1,-1,3-ciclico
A,21,42,0,0,1-ciclico
A,22,42,1,-1,1-ciclico
A,23,42,1,-1,1-ciclico
A,24,42,0,0,1-ciclico
A,25,42,0,0,1-ciclico
A,26,42,0,0,1-ciclico
A,27,42,0,0,1-ciclico
A,28,42,0,0,1-ciclico
A,29,42,1,1,1-ciclico
A,30,42,0,0,1-ciclico
A,31,42,1,-1,1-ciclico
A,32,42,0,0,1-ciclico
A,33,42,1,-1,1-ciclico
A,34,42,1,1,1-ciclico
A,35,42,1,-1,1-ciclico
A,36,42,0,0,1-ciclico
A,37,42,1,-1,8-ciclico-espejo
A,38,42,1,-1,1-ciclico
A,39,42,0,0,1-ciclico
A,40,42,0,0,1-ciclico
A,41,42,0,0,8-ciclico-espejo
A,42,42,1,-1,1-ciclico
A,43,42,0,0,1-ciclico
A,44,42,0,0,3-ciclico
A,45,42,0,0,1-ciclico
A,46,42,1,-1,1-ciclico
A,47,42,0,0,1-ciclico
A,48,42,1,-1,1-ciclico
A,49,42,1,1,1-ciclico
A,50,42,1,-1,1-ciclico
A,51,42,0,0,1-ciclico
A,52,42,1,-1,1-ciclico
A,53,42,1,-1,1-ciclico
A,54,42,0,0,1-ciclico
A,55,42,1,-1,1-ciclico
A,56,42,0,0,1-ciclico
A,57,42,1,-1,3-ciclico
A,58,42,1,1,3-ciclico
A,59,42,1,1,3-ciclico
A,60,42,0,0,3-ciclico
A,61,42,1,-1,1-ciclico
A,62,42,0,0,1-ciclico
A,63,42,1,-1,8-ciclico-espejo
A,64,42,1,-1,1-ciclico
A,65,42,0,0,8-ciclico-espejo
A,66,42,1,-1,8-ciclico-espejo
A,67,42,1,-1,8-ciclico-espejo
A,68,42,1,-1,1-ciclico
A,69,42,0,0,8-ciclico-espejo
A,70,42,1,1,1-ciclico
A,71,42,0,0,8-ciclico-espejo
A,72,42,1,-1,1-ciclico
A,73,42,0,0,1-ciclico
A,74,42,1,-1,8-ciclico-espejo
A,75,42,1,-1,1-ciclico
A,76,42,0,0,1-ciclico
A,77,42,1,-1,8-ciclico-espejo
A,78,42,1,-1,8-ciclico-espejo
A,79,42,1,1,1-ciclico
A,80,42,0,0,8-ciclico-espejo
A,81,42,1,1,8-ciclico-espejo
A,82,42,0,0,8-ciclico-espejo
A,83,42,1,-1,3-ciclico
A,84,42,0,0,1-ciclico
A,85,42,1,-1,8-ciclico-espejo
A,86,42,1,-1,3-ciclico
A,87,42,0,0,7-ciclico
A,88,42,1,-1,8-ciclico-espejo
A,89,42,1,-1,8-ciclico-espejo
A,90,42,1,1,1-ciclico
A,91,42,0,0,8-ciclico-espejo
A,92,42,1,-1,1-ciclico
A,93,42,1,-1,8-ciclico-espejo
A,94,42,1,-1,1-ciclico
A,95,42,0,0,1-ciclico
A,96,42,1,-1,8-ciclico-espejo
A,97,42,1,1,1-ciclico
A,98,42,0,0,1-ciclico
A,99,42,1,-1,8-ciclico-espejo
A,100,42,1,-1,1-ciclico
A,101,42,0,0,1-ciclico
A,102,42,0,0,1-ciclico
A,103,42,0,0,1-ciclico
A,104,42,1,-1,1-ciclico
A,105,42,1,1,1-ciclico
A,106,42,0,0,1-ciclico
A,107,42,1,-1,1-ciclico
A,108,42,0,0,1-ciclico
A,109,42,1,-1,1-ciclico
A,110,42,0,0,1-ciclico
A,111,42,1,-1,1-ciclico
A,112,42,0,0,1-ciclico
A,113,42,0,0,8-ciclico-espejo
A,114,42,1,-1,1-ciclico
A,115,42,0,0,8-ciclico-espejo
A,116,42,1,-1,1-ciclico
A,117,42,0,0,1-ciclico
A,118,42,1,-1,1-ciclico
A,119,42,0,0,3-ciclico
A,120,42,0,0,3-ciclico
A,121,42,0,0,1-ciclico
A,122,42,1,-1,1-ciclico
A,123,42,0,0,1-ciclico
A,124,42,1,-1,1-ciclico
A,125,42,1,1,1-ciclico
A,126,42,1,-1,1-ciclico
A,127,42,0,0,1-ciclico
A,128,42,0,0,1-ciclico
A,129,42,1,-1,1-ciclico
A,130,42,0,0,1-ciclico
A,131,42,0,0,7-ciclico
A,132,42,0,0,8-ciclico-espejo
A,133,42,1,-1,1-ciclico
A,134,42,0,0,1-ciclico
A,135,42,1,-1,1-ciclico
A,136,42,0,0,1-ciclico
A,137,42,1,-1,1-ciclico
A,138,42,0,0,1-ciclico
A,139,42,0,0,1-ciclico
A,140,42,0,0,1-ciclico
A,141,42,1,-1,1-ciclico
A,142,42,0,0,1-ciclico
A,143,42,0,0,1-ciclico
A,144,42,1,-1,1-ciclico
A,145,42,0,0,1-ciclico
A,146,42,1,-1,1-ciclico
A,147,42,0,0,1-ciclico
A,148,42,1,-1,1-ciclico
A,149,42,0,0,1-ciclico
A,150,42,1,-1,1-ciclico
A,151,42,1,-1,1-ciclico
A,152,42,0,0,1-ciclico
A,153,42,0,0,1-ciclico
A,154,42,0,0,3-ciclico
A,155,42,0,0,3-ciclico
A,156,42,1,-1,3-ciclico
A,157,42,1,-1,3-ciclico
A,158,42,0,0,1-ciclico
A,159,42,1,-1,1-ciclico
A,160,42,0,0,3-ciclico
A,161,42,0,0,1-ciclico
A,162,42,1,-1,1-ciclico
A,163,42,1,1,1-ciclico
A,164,42,0,0,1-ciclico
A,165,42,0,0,1-ciclico
A,166,42,0,0,1-ciclico
A,167,42,1,-1,1-ciclico
A,168,42,0,0,1-ciclico
A,169,42,0,0,1-ciclico
A,170,42,1,-1,1-ciclico
A,171,42,0,0,1-ciclico
A,172,42,1,-1,1-ciclico
A,173,42,0,0,1-ciclico
A,174,42,0,0,1-ciclico
A,175,42,0,0,1-ciclico
A,176,42,1,-1,1-ciclico
A,177,42,0,0,1-ciclico
A,178,42,1,-1,1-ciclico
A,179,42,0,0,1-ciclico
A,180,42,0,0,1-ciclico
A,181,42,1,-1,1-ciclico
A,182,42,0,0,1-ciclico
A,183,42,1,-1,1-ciclico
A,184,42,0,0,1-ciclico
A,185,42,1,-1,1-ciclico
A,186,42,0,0,1-ciclico
A,187,42,1,1,1-ciclico
A,188,42,0,0,1-ciclico
A,189,42,1,-1,1-ciclico
A,190,42,0,0,1-ciclico
A,191,42,1,-1,8-ciclico-espejo
A,192,42,1,-1,1-ciclico
A,193,42,0,0,1-ciclico
A,194,42,1,-1,1-ciclico
A,195,42,0,0,1-ciclico
A,196,42,1,-1,1-ciclico
A,197,42,0,0,1-ciclico
A,198,42,0,0,1-ciclico
A,199,42,0,0,1-ciclico
A,0,43,1,1,1-ventana-espejo
A,1,43,1,-1,8-ventana
A,2,43,0,0,1-ventana-espejo
A,3,43,0,0,9-ventana-espejo
A,4,43,1,-1,9-ventana-espejo
A,5,43,1,-1,9-ventana-espejo
A,6,43,1,-1,9-ventana-espejo
A,7,43,1,-1,9-ventana-espejo
A,8,43,1,1,9-ventana-espejo
A,9,43,1,-1,8-ventana
A,10,43,0,0,9-ventana-espejo
A,11,43,1,-1,8-ventana
A,12,43,0,0,8-ventana
A,13,43,0,0,8-ventana
A,14,43,0,0,8-ventana
A,15,43,1,1,8-ventana
A,16,43,1,-1,8-ventana
A,17,43,1,-1,8-ventana
A,18,43,1,-1,8-ventana
A,19,43,0,0,8-ventana
A,20,43,1,-1,8-ventana
A,21,43,0,0,7-ventana-espejo
A,22,43,1,-1,1-ventana-espejo
A,23,43,1,-1,8-ventana
A,24,43,0,0,8-ventana
A,25,43,0,0,8-ventana
A,26,43,1,-1,8-ventana
A,27,43,1,-1,8-ventana
A,28,43,0,0,8-ventana
A,29,43,1,1,8-ventana
A,30,43,0,0,8-ventana
A,31,43,1,-1,8-ventana
A,32,43,1,1,8-ventana
A,33,43,1,-1,8-ventana
A,34,43,0,0,8-ventana
A,35,43,1,-1,8-ventana
A,36,43,0,0,8-ventana
A,37,43,1,-1,1-ventana-espejo
A,38,43,1,-1,1-ventana-espejo
A,39,43,1,1,8-ventana
A,40,43,0,0,1-ventana-espejo
A,41,43,1,-1,1-ventana-espejo
A,42,43,1,-1,8-ventana
A,43,43,0,0,8-ventana
A,44,43,0,0,8-ventana
A,45,43,0,0,8-ventana
A,46,43,1,-1,8-ventana
A,47,43,1,1,8-ventana
A,48,43,1,-1,8-ventana
A,49,43,0,0,8-ventana
A,50,43,1,-1,8-ventana
A,51,43,1,1,8-ventana
A,52,43,1,-1,8-ventana
A,53,43,0,0,8-ventana
A,54,43,0,0,9-ventana-espejo
A,55,43,1,-1,8-ventana
A,56,43,0,0,8-ventana
A,57,43,1,-1,8-ventana
A,58,43,0,0,8-ventana
A,59,43,1,1,8-ventana
A,60,43,0,0,8-ventana
A,61,43,1,-1,8-ventana
A,62,43,0,0,8-ventana
A,63,43,1,-1,1-ventana-espejo
A,64,43,1,-1,8-ventana
A,65,43,0,0,8-ventana
A,66,43,1,-1,1-ventana-espejo
A,67,43,1,-1,1-ventana-espejo
A,68,43,1,-1,8-ventana
A,69,43,0,0,1-ventana-espejo
A,70,43,0,0,8-ventana
A,71,43,0,0,8-ventana
A,72,43,0,0,8-ventana
A,73,43,0,0,8-ventana
A,74,43,1,-1,1-ventana-espejo
A,75,43,1,-1,8-ventana
A,76,43,0,0,8-ventana
A,77,43,1,-1,1-ventana-espejo
A,78,43,1,-1,1-ventana-espejo
A,79,43,1,1,8-ventana
A,80,43,0,0,8-ventana
A,81,43,1,1,8-ventana
A,82,43,0,0,8-ventana
A,83,43,0,0,8-ventana
A,84,43,0,0,8-ventana
A,85,43,0,0,8-ventana
A,86,43,1,-1,8-ventana
A,87,43,1,1,8-ventana
A,88,43,1,-1,8-ventana
A,89,43,0,0,8-ventana
A,90,43,0,0,8-ventana
A,91,43,0,0,8-ventana
A,92,43,1,-1,8-ventana
A,93,43,0,0,8-ventana
A,94,43,0,0,8-ventana
A,95,43,0,0,8-ventana
A,96,43,1,-1,8-ventana
A,97,43,0,0,8-ventana
A,98,43,1,1,8-ventana
A,99,43,1,-1,8-ventana
A,100,43,0,0,8-ventana
A,101,43,0,0,8-ventana
A,102,43,1,-1,8-ventana
A,103,43,1,-1,8-ventana
A,104,43,0,0,8-ventana
A,105,43,0,0,8-ventana
A,106,43,0,0,8-ventana
A,107,43,1,-1,8-ventana
A,108,43,0,0,8-ventana
A,109,43,1,-1,8-ventana
A,110,43,0,0,1-ventana-espejo
A,111,43,1,-1,8-ventana
A,112,43,0,0,8-ventana
A,113,43,1,-1,8-ventana
A,114,43,0,0,8-ventana
A,115,43,0,0,1-ventana-espejo
A,116,43,1,-1,8-ventana
A,117,43,0,0,8-ventana
A,118,43,1,-1,8-ventana
A,119,43,0,0,8-ventana
A,120,43,1,1,8-ventana
A,121,43,1,-1,8-ventana
A,122,43,1,-1,8-ventana
A,123,43,1,1,8-ventana
A,124,43,1,-1,8-ventana
A,125,43,1,1,8-ventana
A,126,43,1,-1,8-ventana
A,127,43,0,0,8-ventana
A,128,43,0,0,8-ventana
A,129,43,1,-1,8-ventana
A,130,43,0,0,8-ventana
A,131,43,0,0,8-ventana
A,132,43,0,0,9-ventana-espejo
